id,product,msrp,dept,description,thumb,vendor
74,Practice Net,750.25,10,"Practice Net is a revolutionary training tool designed to help athletes improve their performance by providing an interactive platform for perfecting their sport. Featuring a unique combination of software and hardware, Practice Net provides users with a personalized training experience that helps them to hone their skills, develop new strategies, and increase their overall performance. With its innovative technology, Practice Net helps athletes to maximize their potential and reach their goals.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
75,Driver,162.14,10,"Driver is a software program that enables the communication between a computer and a peripheral device. It helps to translate the instructions from the operating system into a language that the hardware can understand and vice versa. It enables the user to access and control the hardware, as well as manage and troubleshoot any issues that may arise. Driver ensures that the hardware is functioning properly and efficiently.",http://dummyimage.com/250x250.png/dddddd/000000,5ee822bb-e5c9-4025-90e3-03da75069795
76,Irons (set),595.07,10,"This iron set is perfect for achieving crisp, wrinkle-free garments. It features a non-stick soleplate which glides over fabrics, adjustable temperature and steam settings, and an anti-drip system to keep your clothes looking pristine. The set also includes a convenient water tank and a self-cleaning feature for easy maintenance. With this iron, you’ll have the perfect tool for effortless and efficient ironing.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,28293e64-b077-495a-9571-9114853d9fd4
77,Putter,350.9,10,"This putter is designed to deliver an accurate and consistent strike, with a soft feel and great sound. It features a precision milled face and a deep, low-profile head shape for improved accuracy and stability. The club is crafted with a lightweight, aerospace-grade aluminum alloy for enhanced durability and a classic, timeless look. It is perfect for golfers of all levels looking for a reliable, tour-quality putter.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,649e5207-2f58-44ae-9438-805e9cdfd565
78,Soccer Goal,86.61,10,"This Soccer Goal is made of durable yet lightweight aluminum, making it ideal for a variety of sports and recreational activities. It features a solid steel frame with a net and a heavy-duty nylon sleeve and bungee cords that provide superior stability. The goal is easy to assemble, making it perfect for any soccer enthusiast. It is perfect for backyard practice or friendly competition and is sure to provide hours of entertainment.",http://dummyimage.com/250x250.png/dddddd/000000,a57ab777-fc6b-4b16-87e9-11d86756a4ed
79,Lacrosse Goal,898.37,10,"The Lacrosse Goal is a high-quality, durable, and weatherproof goal designed for all levels of play. It is constructed from sturdy steel tubing and powder-coated for maximum durability and strength. The goal is designed to provide a professional and realistic feel for players, and the net is made from heavy-duty, weather-resistant nylon for maximum performance. The goal features adjustable ground stakes for easy setup, and the frame is reinforced with welded steel sleeves for added stability. Perfect for practice or an official game, the Lacrosse Goal is a great way to improve your game.",http://dummyimage.com/250x250.png/dddddd/000000,a1c1d3a4-bbf8-40d1-ae81-5d0a1e95ccb1
80,Basketball,903.43,10,"Basketball is a popular team sport in which two teams of five players try to score points by shooting a ball through a hoop elevated 10 feet above the ground. The team with the most points at the end of the game wins. Basketball is a fast-paced, physical game that requires players to have good hand-eye coordination, strength, agility, and the ability to think and react quickly. It is a popular spectator sport and a great way to stay active.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,8c94be6d-5c89-4bd6-bc74-f513326bc696
81,Basketball (kids),468.14,10,This Basketball is designed for kids aged 6 to 12 years old. It is made from durable rubber and has a textured surface designed for optimal grip. It is also designed to be lightweight and easy for kids to handle. The basketball also features a colourful design to make it fun and attractive for kids.,http://dummyimage.com/250x250.png/dddddd/000000,304ed7f9-da38-4e8e-a344-d3128f03757f
82,Basketball Hoop,252.77,10,"The Basketball Hoop is a great way to get your kids active and have fun. It is made of durable steel and comes with a durable nylon net. It can easily be mounted on a wall or door, and comes with all the necessary mounting hardware. It's perfect for shooting hoops in the driveway or backyard, and is sure to provide hours of fun for your kids.",http://dummyimage.com/250x250.png/cc0000/ffffff,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
83,Air Pump,918.53,10,"The Air Pump is an essential tool for inflating tires, air mattresses, and other inflatables. It is designed to provide quick and easy inflation and deflation, with adjustable pressure settings to suit different needs. The pump is light-weight and portable, making it ideal for use at home or on the go. It features an automatic shut-off function to prevent over-inflation and comes with a variety of accessories to make it versatile.",http://dummyimage.com/250x250.png/dddddd/000000,29615784-5d94-4303-a657-e95a3a55d978
84,Pump Needle,389.07,10,"The Pump Needle is a durable and reliable tool for accurately and quickly delivering fluids such as oil, fuel, antifreeze, and more. It features a precise and adjustable needle tip, allowing for precise and controlled delivery of fluids. The ergonomic design and comfortable grip make it easy to use, while the stainless steel construction ensures long-lasting durability. This product can be used for a variety of automotive and industrial applications.",http://dummyimage.com/250x250.png/cc0000/ffffff,5ee822bb-e5c9-4025-90e3-03da75069795
85,HDMI Cable,145.75,8,This HDMI Cable is designed to provide superior audio and video quality for high-definition multimedia. It is engineered with gold-plated connectors and oxygen-free copper wire core to ensure maximum signal transfer and minimal signal loss. It is also fully compatible with all HDMI-enabled devices.,http://dummyimage.com/250x250.png/5fa2dd/ffffff,a9465726-600c-40f6-8703-2b35c63fe26a
86,USB 3.0 Cable,469.6,8,"This USB 3.0 Cable is designed to provide a high speed connection between your computer and any device that supports the USB 3.0 standard. The cable features an A-Male to B-Male connection and is capable of transferring data up to 5Gbps, 10x faster than USB 2.0. The cable is made of durable materials, ensuring long-lasting performance and reliability.",http://dummyimage.com/250x250.png/dddddd/000000,951d32f1-2118-4237-a7a6-6e7d62df03f4
87,USB-C Cable,750.86,8,"This USB-C cable is designed to provide high-speed data transfer and charging power for your USB-C devices. It features a reversible connector, allowing you to plug it in either way without having to worry about the orientation. It is made of durable and high-quality materials to ensure reliable performance and a long lifespan. It is compatible with a wide range of USB-C devices, including smartphones, tablets, laptops, and more.",http://dummyimage.com/250x250.png/dddddd/000000,1609973d-4460-4d54-91d7-d643f5da5e21
88,Wireless Headphones,190.37,8,"These wireless headphones provide a convenient and comfortable way to listen to your favorite music. With their wireless connection and noise-canceling technology, they allow you to enjoy your music without any outside distractions. They have a long-lasting battery life and are made with an ergonomic design to ensure a secure and comfortable fit. They also come with a convenient carrying case, making them perfect for everyday use.",http://dummyimage.com/250x250.png/dddddd/000000,951d32f1-2118-4237-a7a6-6e7d62df03f4
89,Wireless Earbuds,158.91,8,"These Wireless Earbuds are designed for high-quality sound and comfort, featuring a lightweight design and secure fit. They offer superior audio performance with clear mids and highs, deep bass, and crisp treble. The Bluetooth connectivity and long battery life make them ideal for on-the-go listening, and the included charging case ensures you never run out of power. Enjoy your music without the hassle of wires!",http://dummyimage.com/250x250.png/5fa2dd/ffffff,29615784-5d94-4303-a657-e95a3a55d978
90,Bluetooth Speaker,422.32,8,"This Bluetooth Speaker allows you to wirelessly stream your favorite music, podcasts, and audio books. It has a crisp, clear sound, with a high-quality audio experience. The speaker is also designed to be portable, with a lightweight design and a rechargeable battery that lasts up to 8 hours. It's perfect for listening to music, podcasts, and audio books on the go.",http://dummyimage.com/250x250.png/ff4444/ffffff,60949481-739b-4ff4-992e-af360c977755
91,Bluetooth Headset,331.56,8,"This Bluetooth Headset is perfect for hands-free calling and listening to music on the go. It features a lightweight and comfortable design with an adjustable headband and ear cups for a secure fit. The built-in microphone and controls make it easy to answer calls, adjust volume, and switch between music and calls. With up to 8 hours of playback time, this headset is the perfect solution for anyone on the go.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
